"event_time","event_name","database_name","app_name","host_name","login_name","session_id","tran_id","duration_ms","rows_affected","statement"
"8/11/2026 11:11:27 AM","sql_batch_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","19.734000","1","Select Def_Company_Code,user_id, login_name, full_name, password, status, access_level, Show_Cost, Skip_Item_Authorization, designation, email, phone_no, last_login_time, last_logout_time, added_date, lastmodifiedby, lastwritetimestamp,Check_User_Vendor from PI_Users where  login_name = 'ims' and Password = '1234' and Status = 'A'"
"8/11/2026 11:11:27 AM","sql_statement_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","0.439000","1","Select Def_Company_Code,user_id, login_name, full_name, password, status, access_level, Show_Cost, Skip_Item_Authorization, designation, email, phone_no, last_login_time, last_logout_time, added_date, lastmodifiedby, lastwritetimestamp,Check_User_Vendor from PI_Users where  login_name = 'ims' and Password = '1234' and Status = 'A'"
"8/11/2026 11:11:27 AM","rpc_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","0.339000","0","exec sp_reset_connection"
"8/11/2026 11:11:27 AM","sql_batch_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","2.892000","0","Select * from rms.dbo.SY_Remote_Server Where Remote_Server='.\FUNGSENG'"
"8/11/2026 11:11:27 AM","sql_statement_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","0.089000","0","Select * from rms.dbo.SY_Remote_Server Where Remote_Server='.\FUNGSENG'"
"8/11/2026 11:11:27 AM","rpc_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","0.011000","0","exec sp_reset_connection"
"8/11/2026 11:11:27 AM","sql_batch_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","6.383000","474","SELECT a.user_id, a.menu_id, a.access_right, b.status FROM PI_User_Permission a INNER JOIN PI_Users b ON (b.user_id = a.user_id  AND b.status = 'A' ) WHERE a.user_id = 1 AND Company_Code=1"
"8/11/2026 11:11:27 AM","sql_statement_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","16777086","0.448000","474","SELECT a.user_id, a.menu_id, a.access_right, b.status FROM PI_User_Permission a INNER JOIN PI_Users b ON (b.user_id = a.user_id  AND b.status = 'A' ) WHERE a.user_id = 1 AND Company_Code=1"
"8/11/2026 11:11:27 AM","rpc_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","0.005000","0","exec sp_reset_connection"
"8/11/2026 11:11:27 AM","rpc_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","0.002000","0","exec sp_reset_connection"
"8/11/2026 11:11:27 AM","sql_batch_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","0","6.865000","1","Select Apps_Hosting_QR, EI_Company From SY_System "
"8/11/2026 11:11:27 AM","sql_statement_completed","RMS",".Net SqlClient Data Provider","DESKTOP-T5HTV1I","vsnet2020","58","16777090","0.654000","1","Select Apps_Hosting_QR, EI_Company From SY_System"
